Municipal,County,State,Region,Five_Year_Range,Civililan_Pop,Vet_Pop,Percent_Vet,Margin_Error_Percent
Salisbury,Essex County,MA,Salisbury,2006-2010,6635,816,12.3,2.4
Salisbury,Essex County,MA,Salisbury,2007-2011,6625,920,13.9,2.4
Salisbury,Essex County,MA,Salisbury,2013-2017,7532,802,10.6,2.5
Sandisfield,Berkshire County,MA,Sandisfield,2012-2016,715,94,13.1,4.6
Sandisfield,Berkshire County,MA,Sandisfield,2011-2015,720,91,12.6,4.7
Sandisfield,Berkshire County,MA,Sandisfield,2010-2014,747,99,13.3,4.8
Sandisfield,Berkshire County,MA,Sandisfield,2009-2013,750,96,12.8,4.8
Sandisfield,Berkshire County,MA,Sandisfield,2014-2018,783,88,11.2,3.8
Sandisfield,Berkshire County,MA,Sandisfield,2006-2010,650,46,7.1,2.9
Sandisfield,Berkshire County,MA,Sandisfield,2008-2012,736,72,9.8,4.7
Sandisfield,Berkshire County,MA,Sandisfield,2007-2011,798,68,8.5,3.6
Sandisfield,Berkshire County,MA,Sandisfield,2013-2017,696,98,14.1,4.7
Sandwich,Barnstable County,MA,Sandwich,2007-2011,15433,1921,12.4,1.5
Sandwich,Barnstable County,MA,Sandwich,2009-2013,15572,1678,10.8,1.6
Sandwich,Barnstable County,MA,Sandwich,2008-2012,15428,1816,11.8,1.4
Sandwich,Barnstable County,MA,Sandwich,2011-2015,15899,1761,11.1,1.2
Sandwich,Barnstable County,MA,Sandwich,2014-2018,16405,1670,10.2,1.5
Sandwich,Barnstable County,MA,Sandwich,2012-2016,16006,1737,10.9,1.6
Sandwich,Barnstable County,MA,Sandwich,2010-2014,15768,1699,10.8,1.4
Sandwich,Barnstable County,MA,Sandwich,2013-2017,16241,1607,9.9,1.4
Sandwich,Barnstable County,MA,Sandwich,2006-2010,15096,1857,12.3,1.7
Saugus,Essex County,MA,Saugus,2013-2017,23003,1507,6.6,1.1
Saugus,Essex County,MA,Saugus,2011-2015,22543,1769,7.8,1
Saugus,Essex County,MA,Saugus,2006-2010,20921,1779,8.5,1.1
Saugus,Essex County,MA,Saugus,2012-2016,22661,1686,7.4,1.2
Saugus,Essex County,MA,Saugus,2014-2018,23136,1500,6.5,1
Saugus,Essex County,MA,Saugus,2007-2011,20918,1839,8.8,1.1
Saugus,Essex County,MA,Saugus,2010-2014,22326,1792,8,1.1
Saugus,Essex County,MA,Saugus,2008-2012,21457,1905,8.9,1.3
Saugus,Essex County,MA,Saugus,2009-2013,22096,1948,8.8,1.2
Savoy,Berkshire County,MA,Savoy,2007-2011,566,61,10.8,3.5
Savoy,Berkshire County,MA,Savoy,2012-2016,622,81,13,3.4
Savoy,Berkshire County,MA,Savoy,2009-2013,540,80,14.8,4.5
Savoy,Berkshire County,MA,Savoy,2014-2018,595,58,9.7,3.2
Savoy,Berkshire County,MA,Savoy,2013-2017,613,58,9.5,2.8
Savoy,Berkshire County,MA,Savoy,2011-2015,623,81,13,4
Savoy,Berkshire County,MA,Savoy,2008-2012,535,78,14.6,4.3
Savoy,Berkshire County,MA,Savoy,2006-2010,614,77,12.5,3.6
Savoy,Berkshire County,MA,Savoy,2010-2014,557,74,13.3,3.6
Scituate,Plymouth County,MA,Scituate,2008-2012,13492,1434,10.6,1.6
Scituate,Plymouth County,MA,Scituate,2007-2011,13423,1502,11.2,1.6
Scituate,Plymouth County,MA,Scituate,2011-2015,13503,1132,8.4,1.3
Scituate,Plymouth County,MA,Scituate,2009-2013,13492,1325,9.8,1.7
Scituate,Plymouth County,MA,Scituate,2006-2010,13441,1494,11.1,1.8
Scituate,Plymouth County,MA,Scituate,2010-2014,13514,1206,8.9,1.3
Scituate,Plymouth County,MA,Scituate,2013-2017,14089,1038,7.4,1.4
Scituate,Plymouth County,MA,Scituate,2012-2016,13840,1032,7.5,1.1
Scituate,Plymouth County,MA,Scituate,2014-2018,14352,916,6.4,1.3
Seekonk,Bristol County,MA,Seekonk,2011-2015,11434,970,8.5,1.5
Seekonk,Bristol County,MA,Seekonk,2012-2016,11656,925,7.9,1.8
Seekonk,Bristol County,MA,Seekonk,2009-2013,10892,923,8.5,1.5
Seekonk,Bristol County,MA,Seekonk,2008-2012,10719,945,8.8,1.5
Seekonk,Bristol County,MA,Seekonk,2014-2018,12114,807,6.7,1.5
Seekonk,Bristol County,MA,Seekonk,2007-2011,10584,897,8.5,1.6
Seekonk,Bristol County,MA,Seekonk,2013-2017,11976,869,7.3,1.4
Seekonk,Bristol County,MA,Seekonk,2010-2014,11305,1025,9.1,1.4
Seekonk,Bristol County,MA,Seekonk,2006-2010,10339,896,8.7,1.5
Sharon,Norfolk County,MA,Sharon,2011-2015,12868,789,6.1,1.2
Sharon,Norfolk County,MA,Sharon,2010-2014,12846,816,6.4,1.4
Sharon,Norfolk County,MA,Sharon,2006-2010,12475,976,7.8,1.3
Sharon,Norfolk County,MA,Sharon,2013-2017,13240,663,5,1.2
Sharon,Norfolk County,MA,Sharon,2008-2012,12621,828,6.6,1.3
Sharon,Norfolk County,MA,Sharon,2012-2016,13048,744,5.7,1.1
Sharon,Norfolk County,MA,Sharon,2007-2011,12585,943,7.5,1.3
Sharon,Norfolk County,MA,Sharon,2014-2018,13426,615,4.6,1.3
Sharon,Norfolk County,MA,Sharon,2009-2013,12715,868,6.8,1.2
Sheffield,Berkshire County,MA,Sheffield,2009-2013,2631,315,12,3.6
Sheffield,Berkshire County,MA,Sheffield,2007-2011,2631,355,13.5,4.1
Sheffield,Berkshire County,MA,Sheffield,2013-2017,2751,367,13.3,3.4
Sheffield,Berkshire County,MA,Sheffield,2006-2010,2621,321,12.2,4.3
Sheffield,Berkshire County,MA,Sheffield,2010-2014,2643,289,10.9,3.3
Sheffield,Berkshire County,MA,Sheffield,2008-2012,2642,300,11.4,3.8
Sheffield,Berkshire County,MA,Sheffield,2014-2018,2717,317,11.7,3.7
Sheffield,Berkshire County,MA,Sheffield,2011-2015,2671,313,11.7,3.6
Sheffield,Berkshire County,MA,Sheffield,2012-2016,2663,348,13.1,3.8
Shelburne,Franklin County,MA,Shelburne,2014-2018,1641,90,5.5,1.9
Shelburne,Franklin County,MA,Shelburne,2012-2016,1557,109,7,2.2
Shelburne,Franklin County,MA,Shelburne,2011-2015,1678,134,8,2.6
Shelburne,Franklin County,MA,Shelburne,2009-2013,1581,159,10.1,2.8
Shelburne,Franklin County,MA,Shelburne,2010-2014,1669,138,8.3,3.2
Shelburne,Franklin County,MA,Shelburne,2013-2017,1635,84,5.1,1.6
Shelburne,Franklin County,MA,Shelburne,2006-2010,1659,174,10.5,3.4
Shelburne,Franklin County,MA,Shelburne,2008-2012,1632,191,11.7,3.6
Shelburne,Franklin County,MA,Shelburne,2007-2011,1618,201,12.4,3.4
Sherborn,Middlesex County,MA,Sherborn,2009-2013,2985,164,5.5,1.8
Sherborn,Middlesex County,MA,Sherborn,2014-2018,3106,109,3.5,1.5
Sherborn,Middlesex County,MA,Sherborn,2007-2011,2929,231,7.9,1.9
Sherborn,Middlesex County,MA,Sherborn,2010-2014,2983,151,5.1,1.8
Sherborn,Middlesex County,MA,Sherborn,2011-2015,3049,175,5.7,1.7
Sherborn,Middlesex County,MA,Sherborn,2006-2010,2937,244,8.3,2.4
Sherborn,Middlesex County,MA,Sherborn,2013-2017,3040,121,4,1.7
Sherborn,Middlesex County,MA,Sherborn,2008-2012,2931,213,7.3,1.9
Sherborn,Middlesex County,MA,Sherborn,2012-2016,3018,146,4.8,1.9
Shirley,Middlesex County,MA,Shirley,2008-2012,5908,601,10.2,3.2
Shirley,Middlesex County,MA,Shirley,2006-2010,5765,643,11.2,2.6
Shirley,Middlesex County,MA,Shirley,2009-2013,5938,556,9.4,3.1
Shirley,Middlesex County,MA,Shirley,2010-2014,5941,533,9,3.6
Shirley,Middlesex County,MA,Shirley,2011-2015,6153,561,9.1,3.6
Shirley,Middlesex County,MA,Shirley,2007-2011,5880,554,9.4,3.1
Shirley,Middlesex County,MA,Shirley,2014-2018,6572,506,7.7,2.5
Shirley,Middlesex County,MA,Shirley,2012-2016,6171,566,9.2,2.3
Shirley,Middlesex County,MA,Shirley,2013-2017,6272,446,7.1,2.7
Shrewsbury,Worcester County,MA,Shrewsbury,2014-2018,28232,1675,5.9,1
Shrewsbury,Worcester County,MA,Shrewsbury,2011-2015,26985,1913,7.1,0.9
Shrewsbury,Worcester County,MA,Shrewsbury,2009-2013,26529,2149,8.1,1
Shrewsbury,Worcester County,MA,Shrewsbury,2013-2017,27947,1655,5.9,0.9
Shrewsbury,Worcester County,MA,Shrewsbury,2007-2011,25633,2433,9.5,1
Shrewsbury,Worcester County,MA,Shrewsbury,2010-2014,26684,2129,8,1.2
Shrewsbury,Worcester County,MA,Shrewsbury,2008-2012,26052,2332,9,1.3
Shrewsbury,Worcester County,MA,Shrewsbury,2012-2016,27387,1792,6.5,1
Shrewsbury,Worcester County,MA,Shrewsbury,2006-2010,25429,2292,9,1
Shutesbury,Franklin County,MA,Shutesbury,2013-2017,1402,61,4.4,1.5
Shutesbury,Franklin County,MA,Shutesbury,2012-2016,1442,63,4.4,1.3
Shutesbury,Franklin County,MA,Shutesbury,2009-2013,1414,85,6,1.7
Shutesbury,Franklin County,MA,Shutesbury,2011-2015,1354,66,4.9,1.3
Shutesbury,Franklin County,MA,Shutesbury,2014-2018,1447,66,4.6,1.6
Shutesbury,Franklin County,MA,Shutesbury,2006-2010,1453,106,7.3,2
Shutesbury,Franklin County,MA,Shutesbury,2010-2014,1403,69,4.9,1.2
Shutesbury,Franklin County,MA,Shutesbury,2008-2012,1399,105,7.5,2.3
Shutesbury,Franklin County,MA,Shutesbury,2007-2011,1410,117,8.3,2.6
Somerset,Bristol County,MA,Somerset,2010-2014,14917,1271,8.5,1.5
Somerset,Bristol County,MA,Somerset,2012-2016,14953,1348,9,1.4
Somerset,Bristol County,MA,Somerset,2011-2015,14711,1222,8.3,1.3
Somerset,Bristol County,MA,Somerset,2009-2013,14724,1378,9.4,1.5
Somerset,Bristol County,MA,Somerset,2008-2012,14720,1430,9.7,1.8
Somerset,Bristol County,MA,Somerset,2014-2018,14887,1381,9.3,1.5
Somerset,Bristol County,MA,Somerset,2007-2011,14708,1424,9.7,1.6
Somerset,Bristol County,MA,Somerset,2013-2017,14942,1368,9.2,1.6
Somerset,Bristol County,MA,Somerset,2006-2010,14650,1491,10.2,1.5
Somerville,Middlesex County,MA,Somerville,2008-2012,65766,2609,4,0.6
Somerville,Middlesex County,MA,Somerville,2006-2010,65763,2785,4.2,0.6
Somerville,Middlesex County,MA,Somerville,2007-2011,65977,2753,4.2,0.4
Somerville,Middlesex County,MA,Somerville,2009-2013,66458,2452,3.7,0.6
Somerville,Middlesex County,MA,Somerville,2013-2017,70695,1730,2.4,0.3
Somerville,Middlesex County,MA,Somerville,2012-2016,69822,1971,2.8,0.4
Somerville,Middlesex County,MA,Somerville,2010-2014,66986,2248,3.4,0.5
Somerville,Middlesex County,MA,Somerville,2011-2015,68622,2147,3.1,0.5
Somerville,Middlesex County,MA,Somerville,2014-2018,71185,1453,2,0.4
South Hadley,Hampshire County,MA,South Hadley,2013-2017,15288,1356,8.9,1.3
South Hadley,Hampshire County,MA,South Hadley,2009-2013,14855,1461,9.8,1.6
South Hadley,Hampshire County,MA,South Hadley,2011-2015,15051,1418,9.4,1.3
South Hadley,Hampshire County,MA,South Hadley,2007-2011,14335,1479,10.3,1.4
South Hadley,Hampshire County,MA,South Hadley,2008-2012,14725,1441,9.8,1.4
South Hadley,Hampshire County,MA,South Hadley,2010-2014,14974,1443,9.6,1.4
South Hadley,Hampshire County,MA,South Hadley,2006-2010,14469,1767,12.2,1.6
South Hadley,Hampshire County,MA,South Hadley,2014-2018,15221,1191,7.8,1.1
South Hadley,Hampshire County,MA,South Hadley,2012-2016,15131,1415,9.4,1.3
Southampton,Hampshire County,MA,Southampton,2010-2014,4680,601,12.8,3.4
Southampton,Hampshire County,MA,Southampton,2011-2015,4814,638,13.3,3.5
Southampton,Hampshire County,MA,Southampton,2009-2013,4566,472,10.3,2.7
Southampton,Hampshire County,MA,Southampton,2007-2011,4463,449,10.1,2.7
Southampton,Hampshire County,MA,Southampton,2012-2016,4941,652,13.2,3.8
Southampton,Hampshire County,MA,Southampton,2008-2012,4580,541,11.8,3.2
Southampton,Hampshire County,MA,Southampton,2014-2018,4999,550,11,2.9
Southampton,Hampshire County,MA,Southampton,2006-2010,4451,500,11.2,3.3
Southampton,Hampshire County,MA,Southampton,2013-2017,4934,564,11.4,3.4
Southborough,Worcester County,MA,Southborough,2008-2012,6947,561,8.1,1.6
Southborough,Worcester County,MA,Southborough,2011-2015,7196,343,4.8,1.3
Southborough,Worcester County,MA,Southborough,2006-2010,6640,574,8.6,1.9
Southborough,Worcester County,MA,Southborough,2012-2016,7209,319,4.4,1.2
Southborough,Worcester County,MA,Southborough,2010-2014,7128,398,5.6,1.3
Southborough,Worcester County,MA,Southborough,2014-2018,7386,330,4.5,1.1
Southborough,Worcester County,MA,Southborough,2009-2013,7073,477,6.7,1.8
Southborough,Worcester County,MA,Southborough,2007-2011,6791,559,8.2,1.8
Southborough,Worcester County,MA,Southborough,2013-2017,7263,298,4.1,1.1
Southbridge,Worcester County,MA,Southbridge,2012-2016,13048,1175,9,1.4
Southbridge,Worcester County,MA,Southbridge,2011-2015,12985,1204,9.3,1.5
Southbridge,Worcester County,MA,Southbridge,2007-2011,12486,1336,10.7,1.6
Southbridge,Worcester County,MA,Southbridge,2010-2014,12880,1081,8.4,1.4
Southbridge,Worcester County,MA,Southbridge,2008-2012,12579,1144,9.1,1.4
Southbridge,Worcester County,MA,Southbridge,2006-2010,12283,1406,11.4,1.5
Southbridge,Worcester County,MA,Southbridge,2009-2013,12692,1054,8.3,1.3
Southbridge,Worcester County,MA,Southbridge,2013-2017,13216,1224,9.3,1.4
Southbridge,Worcester County,MA,Southbridge,2014-2018,13247,1298,9.8,1.5
Southwick,Hampden County,MA,Southwick,2011-2015,7641,811,10.6,2.4
Southwick,Hampden County,MA,Southwick,2007-2011,7343,902,12.3,2.7
Southwick,Hampden County,MA,Southwick,2006-2010,7166,964,13.5,2.3
Southwick,Hampden County,MA,Southwick,2010-2014,7659,814,10.6,1.9
Southwick,Hampden County,MA,Southwick,2009-2013,7619,876,11.5,2.3
Southwick,Hampden County,MA,Southwick,2013-2017,7746,893,11.5,2.7
Southwick,Hampden County,MA,Southwick,2012-2016,7635,922,12.1,2.9
Southwick,Hampden County,MA,Southwick,2008-2012,7478,908,12.1,2.6
Southwick,Hampden County,MA,Southwick,2014-2018,7678,823,10.7,2.9
Spencer,Worcester County,MA,Spencer,2009-2013,9069,1126,12.4,2.6
Spencer,Worcester County,MA,Spencer,2011-2015,9541,1199,12.6,2.5
Spencer,Worcester County,MA,Spencer,2013-2017,9785,1187,12.1,2.3
Spencer,Worcester County,MA,Spencer,2008-2012,9160,1249,13.6,2.9
Spencer,Worcester County,MA,Spencer,2012-2016,9610,1139,11.9,2.6
Spencer,Worcester County,MA,Spencer,2010-2014,9214,1196,13,2.3
Spencer,Worcester County,MA,Spencer,2007-2011,9274,1182,12.7,2.2
Spencer,Worcester County,MA,Spencer,2014-2018,9954,1075,10.8,2.2
Spencer,Worcester County,MA,Spencer,2006-2010,9075,1082,11.9,2.2
Springfield,Hampden County,MA,Springfield,2012-2016,113692,6338,5.6,0.4
Springfield,Hampden County,MA,Springfield,2006-2010,111498,8574,7.7,0.5
Springfield,Hampden County,MA,Springfield,2009-2013,112226,7604,6.8,0.5
Springfield,Hampden County,MA,Springfield,2013-2017,114818,5834,5.1,0.5
Springfield,Hampden County,MA,Springfield,2011-2015,113049,6898,6.1,0.4
Springfield,Hampden County,MA,Springfield,2008-2012,111690,8361,7.5,0.5
Springfield,Hampden County,MA,Springfield,2014-2018,115453,5666,4.9,0.5
Springfield,Hampden County,MA,Springfield,2010-2014,112833,7241,6.4,0.5
Springfield,Hampden County,MA,Springfield,2007-2011,111802,8302,7.4,0.6
Sterling,Worcester County,MA,Sterling,2009-2013,5851,486,8.3,2
Sterling,Worcester County,MA,Sterling,2008-2012,5807,451,7.8,2.2
Sterling,Worcester County,MA,Sterling,2006-2010,5682,511,9,2.3
Sterling,Worcester County,MA,Sterling,2007-2011,5772,440,7.6,2.1
Sterling,Worcester County,MA,Sterling,2012-2016,5974,432,7.2,2.1
Sterling,Worcester County,MA,Sterling,2011-2015,5954,397,6.7,2.1
Sterling,Worcester County,MA,Sterling,2013-2017,6012,412,6.9,2.2
Sterling,Worcester County,MA,Sterling,2010-2014,5902,462,7.8,2
Sterling,Worcester County,MA,Sterling,2014-2018,6248,423,6.8,2.1
Stockbridge,Berkshire County,MA,Stockbridge,2014-2018,1732,169,9.8,3.6
Stockbridge,Berkshire County,MA,Stockbridge,2012-2016,1797,182,10.1,3.1
Stockbridge,Berkshire County,MA,Stockbridge,2008-2012,1598,212,13.3,4.1
Stockbridge,Berkshire County,MA,Stockbridge,2007-2011,1437,197,13.7,4.4
Stockbridge,Berkshire County,MA,Stockbridge,2013-2017,1728,150,8.7,3.4
Stockbridge,Berkshire County,MA,Stockbridge,2009-2013,1665,180,10.8,3.6
Stockbridge,Berkshire County,MA,Stockbridge,2010-2014,1826,203,11.1,3.6
Stockbridge,Berkshire County,MA,Stockbridge,2006-2010,1343,134,10,3.7
Stockbridge,Berkshire County,MA,Stockbridge,2011-2015,1789,214,12,4.2
Stoneham,Middlesex County,MA,Stoneham,2008-2012,17301,1884,10.9,1.6
Stoneham,Middlesex County,MA,Stoneham,2007-2011,17297,1963,11.3,1.3
Stoneham,Middlesex County,MA,Stoneham,2009-2013,17560,1673,9.5,1.2
Stoneham,Middlesex County,MA,Stoneham,2011-2015,17934,1387,7.7,1.2
Stoneham,Middlesex County,MA,Stoneham,2013-2017,18027,1169,6.5,1.2
Stoneham,Middlesex County,MA,Stoneham,2012-2016,18005,1337,7.4,1
Stoneham,Middlesex County,MA,Stoneham,2006-2010,17053,2017,11.8,1.6
Stoneham,Middlesex County,MA,Stoneham,2010-2014,17756,1491,8.4,1.1
Stoneham,Middlesex County,MA,Stoneham,2014-2018,18224,1280,7,1.3
Stoughton,Norfolk County,MA,Stoughton,2010-2014,22189,1699,7.7,1.2
Stoughton,Norfolk County,MA,Stoughton,2006-2010,20856,1574,7.5,1.2
Stoughton,Norfolk County,MA,Stoughton,2009-2013,21892,1686,7.7,1
Stoughton,Norfolk County,MA,Stoughton,2007-2011,21225,1659,7.8,1.2
Stoughton,Norfolk County,MA,Stoughton,2008-2012,21639,1605,7.4,1
Stoughton,Norfolk County,MA,Stoughton,2014-2018,23028,1338,5.8,0.9
Stoughton,Norfolk County,MA,Stoughton,2012-2016,22618,1563,6.9,0.9
Stoughton,Norfolk County,MA,Stoughton,2013-2017,22827,1559,6.8,1
Stoughton,Norfolk County,MA,Stoughton,2011-2015,22487,1718,7.6,1
Stow,Middlesex County,MA,Stow,2008-2012,4762,439,9.2,2.2
Stow,Middlesex County,MA,Stow,2012-2016,5136,405,7.9,2.8
Stow,Middlesex County,MA,Stow,2007-2011,4797,507,10.6,2.8
Stow,Middlesex County,MA,Stow,2011-2015,5074,420,8.3,3
Stow,Middlesex County,MA,Stow,2010-2014,5006,437,8.7,2.6
Stow,Middlesex County,MA,Stow,2013-2017,5269,425,8.1,2.9
Stow,Middlesex County,MA,Stow,2006-2010,4672,496,10.6,2.6
Stow,Middlesex County,MA,Stow,2009-2013,4827,464,9.6,2.7
Stow,Middlesex County,MA,Stow,2014-2018,5269,295,5.6,2
Sturbridge,Worcester County,MA,Sturbridge,2014-2018,7065,668,9.5,2
Sturbridge,Worcester County,MA,Sturbridge,2007-2011,6925,695,10,2.3
Sturbridge,Worcester County,MA,Sturbridge,2012-2016,7122,624,8.8,1.8
Sturbridge,Worcester County,MA,Sturbridge,2009-2013,7060,661,9.4,2
Sturbridge,Worcester County,MA,Sturbridge,2013-2017,7129,622,8.7,1.9
Sturbridge,Worcester County,MA,Sturbridge,2008-2012,6827,675,9.9,2.5
Sturbridge,Worcester County,MA,Sturbridge,2006-2010,6765,732,10.8,2.8
Sturbridge,Worcester County,MA,Sturbridge,2011-2015,7080,575,8.1,1.8
Sturbridge,Worcester County,MA,Sturbridge,2010-2014,6909,592,8.6,1.9
Sudbury,Middlesex County,MA,Sudbury,2006-2010,11786,907,7.7,1.1
Sudbury,Middlesex County,MA,Sudbury,2010-2014,12639,713,5.6,1
Sudbury,Middlesex County,MA,Sudbury,2008-2012,12113,869,7.2,1.3
Sudbury,Middlesex County,MA,Sudbury,2014-2018,13442,558,4.2,1
Sudbury,Middlesex County,MA,Sudbury,2013-2017,13180,531,4,0.9
Sudbury,Middlesex County,MA,Sudbury,2007-2011,11822,862,7.3,1.3
Sudbury,Middlesex County,MA,Sudbury,2012-2016,13084,565,4.3,1
Sudbury,Middlesex County,MA,Sudbury,2009-2013,12430,779,6.3,1.2
Sudbury,Middlesex County,MA,Sudbury,2011-2015,12850,593,4.6,1
Sunderland,Franklin County,MA,Sunderland,2013-2017,3127,142,4.5,2.8
Sunderland,Franklin County,MA,Sunderland,2011-2015,3225,164,5.1,2.7
Sunderland,Franklin County,MA,Sunderland,2010-2014,3247,151,4.7,2.2
Sunderland,Franklin County,MA,Sunderland,2012-2016,3163,185,5.8,3.2
Sunderland,Franklin County,MA,Sunderland,2009-2013,3224,156,4.8,1.9
Sunderland,Franklin County,MA,Sunderland,2007-2011,3137,209,6.7,2.5
Sunderland,Franklin County,MA,Sunderland,2014-2018,3124,194,6.2,3.5
Sunderland,Franklin County,MA,Sunderland,2008-2012,3117,192,6.2,2.6
Sunderland,Franklin County,MA,Sunderland,2006-2010,3057,192,6.3,2.8
Sutton,Worcester County,MA,Sutton,2014-2018,7083,616,8.7,2.1
Sutton,Worcester County,MA,Sutton,2013-2017,6982,528,7.6,2.5
Sutton,Worcester County,MA,Sutton,2012-2016,6885,538,7.8,2.5
Sutton,Worcester County,MA,Sutton,2011-2015,6907,612,8.9,2.1
Sutton,Worcester County,MA,Sutton,2010-2014,6818,554,8.1,2
Sutton,Worcester County,MA,Sutton,2007-2011,6642,790,11.9,2.4
Sutton,Worcester County,MA,Sutton,2009-2013,6652,587,8.8,2.3
Sutton,Worcester County,MA,Sutton,2006-2010,6459,728,11.3,2.5
Sutton,Worcester County,MA,Sutton,2008-2012,6653,758,11.4,2.5
Swampscott,Essex County,MA,Swampscott,2012-2016,10900,560,5.1,1.2
Swampscott,Essex County,MA,Swampscott,2011-2015,10788,598,5.5,1.4
Swampscott,Essex County,MA,Swampscott,2013-2017,11139,620,5.6,1.2
Swampscott,Essex County,MA,Swampscott,2010-2014,10818,734,6.8,1.2
Swampscott,Essex County,MA,Swampscott,2014-2018,11281,645,5.7,1.2
Swampscott,Essex County,MA,Swampscott,2006-2010,10772,934,8.7,1.6
Swampscott,Essex County,MA,Swampscott,2009-2013,10758,815,7.6,1.6
Swampscott,Essex County,MA,Swampscott,2008-2012,10738,880,8.2,1.8
Swampscott,Essex County,MA,Swampscott,2007-2011,10579,886,8.4,1.7
Swansea,Bristol County,MA,Swansea,2010-2014,12980,1141,8.8,1.2
Swansea,Bristol County,MA,Swansea,2009-2013,12898,1251,9.7,1.6
Swansea,Bristol County,MA,Swansea,2008-2012,12978,1383,10.7,1.5
Swansea,Bristol County,MA,Swansea,2013-2017,13209,1374,10.4,1.6
Swansea,Bristol County,MA,Swansea,2012-2016,13121,1324,10.1,1.8
Swansea,Bristol County,MA,Swansea,2011-2015,13145,1174,8.9,1.4
Swansea,Bristol County,MA,Swansea,2014-2018,13475,1306,9.7,1.5
Swansea,Bristol County,MA,Swansea,2006-2010,12954,1613,12.5,1.7
Swansea,Bristol County,MA,Swansea,2007-2011,12988,1559,12,1.8
Taunton,Bristol County,MA,Taunton,2009-2013,44110,3412,7.7,0.9
Taunton,Bristol County,MA,Taunton,2008-2012,43766,3617,8.3,0.8
Taunton,Bristol County,MA,Taunton,2012-2016,44986,2791,6.2,0.7
Taunton,Bristol County,MA,Taunton,2010-2014,44096,3171,7.2,0.8
Taunton,Bristol County,MA,Taunton,2013-2017,44431,2428,5.5,0.6
Taunton,Bristol County,MA,Taunton,2014-2018,44217,2289,5.2,0.6
Taunton,Bristol County,MA,Taunton,2007-2011,43178,3539,8.2,0.9
Taunton,Bristol County,MA,Taunton,2011-2015,44486,2953,6.6,0.7
Taunton,Bristol County,MA,Taunton,2006-2010,43383,3735,8.6,0.8
Templeton,Worcester County,MA,Templeton,2013-2017,6594,888,13.5,2.8
Templeton,Worcester County,MA,Templeton,2007-2011,5978,699,11.7,3
Templeton,Worcester County,MA,Templeton,2011-2015,6457,805,12.5,3.2
Templeton,Worcester County,MA,Templeton,2010-2014,6370,759,11.9,3.1
Templeton,Worcester County,MA,Templeton,2008-2012,5914,648,11,2.5
Templeton,Worcester County,MA,Templeton,2009-2013,6321,772,12.2,2.7
Templeton,Worcester County,MA,Templeton,2006-2010,5784,736,12.7,3
Templeton,Worcester County,MA,Templeton,2012-2016,6501,831,12.8,3.2
Templeton,Worcester County,MA,Templeton,2014-2018,6393,798,12.5,3.4
Tewksbury,Middlesex County,MA,Tewksbury,2006-2010,21895,2160,9.9,1.1
Tewksbury,Middlesex County,MA,Tewksbury,2014-2018,24963,1873,7.5,1.1
Tewksbury,Middlesex County,MA,Tewksbury,2013-2017,24605,1862,7.6,1
Tewksbury,Middlesex County,MA,Tewksbury,2012-2016,24305,1856,7.6,1
Tewksbury,Middlesex County,MA,Tewksbury,2011-2015,23923,1998,8.4,1.2
Tewksbury,Middlesex County,MA,Tewksbury,2007-2011,22234,2137,9.6,1.1
Tewksbury,Middlesex County,MA,Tewksbury,2009-2013,23129,1872,8.1,0.9
Tewksbury,Middlesex County,MA,Tewksbury,2010-2014,23594,1789,7.6,1.1
Tewksbury,Middlesex County,MA,Tewksbury,2008-2012,22820,2044,9,1.2
Tisbury,Dukes County,MA,Tisbury,2006-2010,3199,333,10.4,3.5
Tisbury,Dukes County,MA,Tisbury,2012-2016,3339,245,7.3,2.8
Tisbury,Dukes County,MA,Tisbury,2011-2015,3272,197,6,3
Tisbury,Dukes County,MA,Tisbury,2007-2011,3120,316,10.1,3.6
Tisbury,Dukes County,MA,Tisbury,2014-2018,3438,245,7.1,2.8
Tisbury,Dukes County,MA,Tisbury,2010-2014,3267,251,7.7,3.7
Tisbury,Dukes County,MA,Tisbury,2013-2017,3370,229,6.8,2.6
Tisbury,Dukes County,MA,Tisbury,2009-2013,3127,305,9.8,3.9
Tisbury,Dukes County,MA,Tisbury,2008-2012,3107,302,9.7,4.2
Tolland,Hampden County,MA,Tolland,2013-2017,584,56,9.6,3.4
Tolland,Hampden County,MA,Tolland,2012-2016,566,55,9.7,3.2
Tolland,Hampden County,MA,Tolland,2006-2010,388,61,15.7,6.9
Tolland,Hampden County,MA,Tolland,2011-2015,490,53,10.8,3.9
Tolland,Hampden County,MA,Tolland,2007-2011,334,53,15.9,6.2
Tolland,Hampden County,MA,Tolland,2008-2012,391,58,14.8,4.8
Tolland,Hampden County,MA,Tolland,2014-2018,535,56,10.5,3.7
Tolland,Hampden County,MA,Tolland,2010-2014,463,57,12.3,4.2
Tolland,Hampden County,MA,Tolland,2009-2013,444,63,14.2,4.7
Topsfield,Essex County,MA,Topsfield,2011-2015,4768,292,6.1,2.3
Topsfield,Essex County,MA,Topsfield,2010-2014,4759,288,6.1,1.8
Topsfield,Essex County,MA,Topsfield,2013-2017,4898,308,6.3,2.2
Topsfield,Essex County,MA,Topsfield,2006-2010,4350,317,7.3,2.3
Topsfield,Essex County,MA,Topsfield,2008-2012,4497,303,6.7,2.3
Topsfield,Essex County,MA,Topsfield,2009-2013,4627,271,5.9,2
